user_id,days,steps_tried,correct,wrong,viewed
15313,1.0,2.0,2.0,0.0,11
15500,2.0,16.0,14.0,30.0,253
17682,0.0,0.0,0.0,0.0,1
7513,0.0,0.0,0.0,0.0,1
8639,0.0,0.0,0.0,0.0,3
22557,1.0,1.0,0.0,1.0,4
16539,0.0,0.0,0.0,0.0,1
22470,0.0,0.0,0.0,0.0,1
20831,0.0,0.0,0.0,0.0,4
10369,1.0,2.0,2.0,0.0,11
14883,1.0,2.0,2.0,1.0,48
7971,0.0,0.0,0.0,0.0,2
10053,5.0,18.0,17.0,54.0,131
203,0.0,0.0,0.0,0.0,1
15646,0.0,0.0,0.0,0.0,1
17155,3.0,8.0,7.0,12.0,37
19941,1.0,2.0,2.0,2.0,6
26716,0.0,0.0,0.0,0.0,2
25216,1.0,2.0,2.0,1.0,17
1141,0.0,0.0,0.0,0.0,1
16779,2.0,12.0,11.0,15.0,123
14330,0.0,0.0,0.0,0.0,1
10158,5.0,35.0,35.0,47.0,115
640,0.0,0.0,0.0,0.0,1
25249,0.0,0.0,0.0,0.0,1
12535,0.0,0.0,0.0,0.0,6
6938,1.0,2.0,2.0,0.0,11
15415,0.0,0.0,0.0,0.0,18
17288,2.0,8.0,9.0,1.0,31
17159,0.0,0.0,0.0,0.0,1
3737,0.0,0.0,0.0,0.0,1
8887,0.0,0.0,0.0,0.0,7
1843,4.0,17.0,17.0,13.0,104
10514,1.0,2.0,2.0,1.0,16
16617,0.0,0.0,0.0,0.0,4
13313,0.0,0.0,0.0,0.0,2
7091,0.0,0.0,0.0,0.0,5
4017,1.0,3.0,3.0,1.0,38
19145,1.0,2.0,2.0,0.0,13
19131,1.0,2.0,2.0,0.0,11
4622,1.0,2.0,2.0,0.0,7
19677,0.0,0.0,0.0,0.0,4
2806,0.0,0.0,0.0,0.0,2
22501,0.0,0.0,0.0,0.0,1
24411,1.0,8.0,6.0,7.0,43
4494,0.0,0.0,0.0,0.0,1
13193,0.0,0.0,0.0,0.0,31
14051,0.0,0.0,0.0,0.0,6
19536,0.0,0.0,0.0,0.0,1
14341,2.0,8.0,8.0,13.0,66
21308,1.0,2.0,1.0,4.0,66
15566,2.0,8.0,6.0,18.0,52
23376,0.0,0.0,0.0,0.0,2
13189,6.0,46.0,46.0,45.0,146
12532,0.0,0.0,0.0,0.0,1
20297,0.0,0.0,0.0,0.0,1
22733,0.0,0.0,0.0,0.0,3
5577,2.0,10.0,10.0,10.0,44
26182,0.0,0.0,0.0,0.0,10
7951,1.0,2.0,2.0,0.0,13
8778,0.0,0.0,0.0,0.0,3
12448,0.0,0.0,0.0,0.0,4
26395,0.0,0.0,0.0,0.0,1
25092,0.0,0.0,0.0,0.0,5
19857,0.0,0.0,0.0,0.0,16
11126,0.0,0.0,0.0,0.0,1
4661,0.0,0.0,0.0,0.0,2
10219,0.0,0.0,0.0,0.0,2
8923,1.0,7.0,7.0,1.0,22
6050,2.0,8.0,8.0,8.0,57
13156,5.0,16.0,16.0,16.0,82
15083,1.0,5.0,6.0,3.0,71
25428,0.0,0.0,0.0,0.0,1
19709,1.0,4.0,3.0,4.0,66
26349,1.0,1.0,0.0,1.0,2
10006,2.0,6.0,6.0,18.0,41
24207,1.0,14.0,14.0,6.0,66
5189,0.0,0.0,0.0,0.0,1
21616,1.0,2.0,3.0,3.0,12
23330,1.0,8.0,8.0,3.0,30
16030,2.0,11.0,10.0,16.0,41
22262,1.0,7.0,7.0,11.0,50
19723,1.0,2.0,2.0,1.0,11
3391,1.0,2.0,2.0,0.0,12
26430,2.0,2.0,1.0,6.0,137
18194,0.0,0.0,0.0,0.0,1
12644,5.0,13.0,13.0,63.0,58
2962,0.0,0.0,0.0,0.0,1
12441,1.0,2.0,2.0,0.0,11
12957,1.0,2.0,2.0,1.0,9
12842,3.0,16.0,15.0,13.0,135
15439,5.0,24.0,24.0,3.0,108
11844,0.0,0.0,0.0,0.0,4
17729,0.0,0.0,0.0,0.0,1
14936,3.0,20.0,20.0,13.0,111
12463,0.0,0.0,0.0,0.0,1
7751,1.0,2.0,2.0,0.0,10
19364,1.0,2.0,2.0,1.0,4
6730,1.0,2.0,2.0,0.0,28
10859,1.0,2.0,2.0,0.0,12
11263,5.0,19.0,20.0,1.0,70
8913,0.0,0.0,0.0,0.0,1
16668,6.0,29.0,30.0,73.1299999999992,253
15719,0.0,0.0,0.0,0.0,5
6100,0.0,0.0,0.0,0.0,1
5404,0.0,0.0,0.0,0.0,7
21454,0.0,0.0,0.0,0.0,1
25730,0.0,0.0,0.0,0.0,3
12913,1.0,2.0,2.0,0.0,22
11465,0.0,0.0,0.0,0.0,1
6028,4.0,39.0,39.0,45.0,146
24478,0.0,0.0,0.0,0.0,1
5098,1.0,6.0,6.0,3.0,21
25543,0.0,0.0,0.0,0.0,1
7345,3.0,46.0,46.0,41.0,158
20859,2.0,8.0,7.0,25.0,55
67,4.0,23.0,23.0,31.0,187
33,0.0,0.0,0.0,0.0,4
1139,5.0,36.0,36.0,8.0,104
8094,0.0,0.0,0.0,0.0,5
2745,0.0,0.0,0.0,0.0,61
15759,0.0,0.0,0.0,0.0,1
19579,3.0,20.0,22.0,7.0,84
3480,0.0,0.0,0.0,0.0,3
1757,0.0,0.0,0.0,0.0,4
14510,0.0,0.0,0.0,0.0,7
25471,0.0,0.0,0.0,0.0,1
20368,0.0,0.0,0.0,0.0,2
9142,1.0,2.0,2.0,0.0,11
6044,0.0,0.0,0.0,0.0,3
16071,0.0,0.0,0.0,0.0,1
709,6.0,37.0,37.0,8.0,159
25292,0.0,0.0,0.0,0.0,3
19517,0.0,0.0,0.0,0.0,1
18469,0.0,0.0,0.0,0.0,2
17763,2.0,8.0,8.0,4.0,90
17723,0.0,0.0,0.0,0.0,9
10295,1.0,2.0,2.0,1.0,11
25805,3.0,14.0,14.0,14.0,105
1945,1.0,8.0,7.0,12.0,34
5839,1.0,7.0,7.0,1.0,18
20513,0.0,0.0,0.0,0.0,6
4886,1.0,2.0,3.0,1.0,30
6452,1.0,2.0,2.0,0.0,6
26034,0.0,0.0,0.0,0.0,7
660,1.0,2.0,2.0,0.0,11
18050,0.0,0.0,0.0,0.0,2
24842,1.0,2.0,2.0,0.0,9
15660,0.0,0.0,0.0,0.0,2
22601,0.0,0.0,0.0,0.0,1
2093,0.0,0.0,0.0,0.0,1
7718,0.0,0.0,0.0,0.0,1
23492,0.0,0.0,0.0,0.0,2
18992,0.0,0.0,0.0,0.0,1
14306,4.0,9.0,8.0,8.0,64
2498,1.0,2.0,2.0,0.0,12
1548,1.0,9.0,9.0,8.0,44
644,1.0,2.0,2.0,1.0,6
25541,0.0,0.0,0.0,0.0,5
12629,1.0,2.0,2.0,0.0,30
3416,1.0,2.0,2.0,0.0,31
350,2.0,12.0,11.0,26.0,48
25117,2.0,3.0,3.0,0.0,24
842,0.0,0.0,0.0,0.0,1
6269,0.0,0.0,0.0,0.0,2
25342,0.0,0.0,0.0,0.0,10
992,0.0,0.0,0.0,0.0,3
10130,4.0,22.0,20.0,73.1299999999992,229
7742,3.0,13.0,14.0,11.0,75
13043,0.0,0.0,0.0,0.0,2
5626,1.0,5.0,5.0,1.0,30
25269,0.0,0.0,0.0,0.0,1
8593,0.0,0.0,0.0,0.0,2
1089,1.0,12.0,10.0,28.0,40
5323,0.0,0.0,0.0,0.0,1
21596,0.0,0.0,0.0,0.0,1
1136,0.0,0.0,0.0,0.0,1
11072,0.0,0.0,0.0,0.0,1
10730,0.0,0.0,0.0,0.0,1
12118,1.0,5.0,5.0,1.0,35
19628,0.0,0.0,0.0,0.0,2
10335,1.0,2.0,2.0,0.0,59
23585,0.0,0.0,0.0,0.0,1
24571,0.0,0.0,0.0,0.0,1
24222,0.0,0.0,0.0,0.0,2
17601,1.0,2.0,2.0,0.0,17
19447,5.0,38.0,37.0,17.0,135
8949,2.0,9.0,9.0,6.0,59
9549,0.0,0.0,0.0,0.0,1
648,1.0,1.0,1.0,8.0,8
775,1.0,2.0,1.0,4.0,5
4068,1.0,4.0,4.0,0.0,32
8424,3.0,32.0,32.0,5.0,98
21565,0.0,0.0,0.0,0.0,2
18223,2.0,15.0,15.0,24.0,61
2422,1.0,2.0,2.0,0.0,11
1896,0.0,0.0,0.0,0.0,1
11347,1.0,2.0,2.0,0.0,10
22393,1.0,3.0,3.0,1.0,43
861,0.0,0.0,0.0,0.0,1
18829,0.0,0.0,0.0,0.0,1
22863,1.0,2.0,2.0,1.0,18
25556,0.0,0.0,0.0,0.0,1
7623,0.0,0.0,0.0,0.0,1
22820,2.0,4.0,4.0,0.0,18
3516,2.0,8.0,8.0,11.0,54
9822,0.0,0.0,0.0,0.0,5
3262,0.0,0.0,0.0,0.0,3
23044,0.0,0.0,0.0,0.0,4
21929,1.0,2.0,1.0,1.0,66
23002,0.0,0.0,0.0,0.0,2
22416,1.0,6.0,6.0,1.0,21
1876,0.0,0.0,0.0,0.0,1
11214,0.0,0.0,0.0,0.0,1
25463,0.0,0.0,0.0,0.0,1
14485,0.0,0.0,0.0,0.0,1
21658,0.0,0.0,0.0,0.0,1
24745,2.0,12.0,12.0,9.0,55
26652,0.0,0.0,0.0,0.0,1
11230,0.0,0.0,0.0,0.0,11
8439,2.0,7.0,7.0,39.0,21
11708,0.0,0.0,0.0,0.0,1
9860,1.0,1.0,1.0,0.0,5
23267,0.0,0.0,0.0,0.0,9
21332,1.0,5.0,5.0,3.0,30
24919,0.0,0.0,0.0,0.0,1
21776,3.0,9.0,9.0,1.0,75
9766,0.0,0.0,0.0,0.0,2
4197,3.0,13.0,12.0,4.0,92
26062,0.0,0.0,0.0,0.0,1
20936,0.0,0.0,0.0,0.0,1
7534,1.0,6.0,6.0,0.0,29
24888,4.0,33.0,32.0,51.0,147
26761,0.0,0.0,0.0,0.0,2
12312,0.0,0.0,0.0,0.0,2
23761,1.0,1.0,0.0,1.0,55
41,0.0,0.0,0.0,0.0,5
14999,1.0,1.0,1.0,0.0,5
22589,1.0,7.0,7.0,1.0,32
6861,2.0,9.0,9.0,0.0,128
13918,6.0,40.0,41.0,24.0,147
11519,0.0,0.0,0.0,0.0,3
22276,5.0,23.0,24.0,35.0,98
5242,1.0,50.0,49.0,24.0,136
19535,0.0,0.0,0.0,0.0,1
12294,0.0,0.0,0.0,0.0,1
11607,4.0,29.0,29.0,28.0,94
3501,1.0,1.0,1.0,0.0,7
25677,1.0,2.0,2.0,0.0,12
8866,6.0,40.0,41.0,32.0,204
1699,0.0,0.0,0.0,0.0,4
24064,2.0,9.0,9.0,1.0,25
8829,0.0,0.0,0.0,0.0,1
23709,0.0,0.0,0.0,0.0,1
14846,0.0,0.0,0.0,0.0,35
16101,1.0,2.0,2.0,0.0,17
8229,0.0,0.0,0.0,0.0,1
20245,2.0,4.0,4.0,0.0,18
4083,1.0,3.0,3.0,0.0,17
23339,0.0,0.0,0.0,0.0,1
25158,0.0,0.0,0.0,0.0,1
21337,0.0,0.0,0.0,0.0,3
2300,2.0,13.0,13.0,8.0,95
9945,0.0,0.0,0.0,0.0,7
22145,0.0,0.0,0.0,0.0,10
24967,2.0,17.0,15.0,60.0,141
20344,0.0,0.0,0.0,0.0,1
13115,1.0,2.0,2.0,0.0,8
15364,0.0,0.0,0.0,0.0,1
7962,1.0,2.0,2.0,0.0,18
24534,2.0,4.0,5.0,3.0,50
21092,1.0,2.0,2.0,0.0,9
1942,0.0,0.0,0.0,0.0,1
12242,0.0,0.0,0.0,0.0,1
5817,0.0,0.0,0.0,0.0,8
5610,0.0,0.0,0.0,0.0,3
8118,1.0,15.0,14.0,6.0,48
9012,0.0,0.0,0.0,0.0,1
23331,2.0,13.0,14.0,27.0,145
1532,0.0,0.0,0.0,0.0,1
4952,0.0,0.0,0.0,0.0,53
18037,1.0,14.0,14.0,1.0,44
2749,0.0,0.0,0.0,0.0,1
909,3.0,28.0,29.0,18.0,90
22921,0.0,0.0,0.0,0.0,1
26629,1.0,2.0,2.0,1.0,13
1957,0.0,0.0,0.0,0.0,16
26646,0.0,0.0,0.0,0.0,1
8654,0.0,0.0,0.0,0.0,4
25098,0.0,0.0,0.0,0.0,1
1573,1.0,1.0,0.0,2.0,16
4551,0.0,0.0,0.0,0.0,2
22085,0.0,0.0,0.0,0.0,1
10021,4.0,10.0,9.0,10.0,82
5637,0.0,0.0,0.0,0.0,2
2207,0.0,0.0,0.0,0.0,1
7394,1.0,2.0,2.0,1.0,6
12791,1.0,13.0,13.0,6.0,52
24060,0.0,0.0,0.0,0.0,2
3507,0.0,0.0,0.0,0.0,1
16288,0.0,0.0,0.0,0.0,2
18311,0.0,0.0,0.0,0.0,9
20315,2.0,28.0,28.0,12.0,74
9258,0.0,0.0,0.0,0.0,1
22893,0.0,0.0,0.0,0.0,11
14717,1.0,2.0,2.0,1.0,14
8458,6.0,36.0,36.0,43.0,119
3726,4.0,17.0,16.0,73.1299999999992,226
759,4.0,8.0,8.0,6.0,54
977,0.0,0.0,0.0,0.0,1
24288,2.0,3.0,3.0,1.0,18
15950,0.0,0.0,0.0,0.0,1
19607,0.0,0.0,0.0,0.0,4
15711,1.0,3.0,3.0,4.0,24
14524,1.0,2.0,2.0,0.0,10
16038,1.0,1.0,1.0,0.0,8
15581,2.0,5.0,5.0,7.0,18
6984,2.0,9.0,9.0,1.0,32
14372,0.0,0.0,0.0,0.0,4
19687,1.0,5.0,5.0,2.0,14
9066,0.0,0.0,0.0,0.0,1
6277,0.0,0.0,0.0,0.0,3
9554,3.0,12.0,11.0,13.0,53
19927,0.0,0.0,0.0,0.0,49
17099,3.0,17.0,18.0,29.0,72
10577,1.0,1.0,1.0,0.0,10
20450,0.0,0.0,0.0,0.0,2
22037,1.0,2.0,2.0,1.0,14
24291,0.0,0.0,0.0,0.0,1
17393,0.0,0.0,0.0,0.0,1
2167,0.0,0.0,0.0,0.0,1
13624,0.0,0.0,0.0,0.0,2
13761,0.0,0.0,0.0,0.0,1
22819,0.0,0.0,0.0,0.0,1
23710,1.0,2.0,2.0,0.0,14
10871,0.0,0.0,0.0,0.0,1
1216,0.0,0.0,0.0,0.0,5
13240,1.0,2.0,2.0,1.0,12
20317,0.0,0.0,0.0,0.0,1
14530,1.0,2.0,2.0,0.0,10
26367,0.0,0.0,0.0,0.0,18
1514,0.0,0.0,0.0,0.0,26
3249,0.0,0.0,0.0,0.0,1
20846,3.0,5.0,5.0,2.0,19
5221,4.0,24.0,24.0,12.0,115
14481,0.0,0.0,0.0,0.0,4
4725,0.0,0.0,0.0,0.0,1
16900,0.0,0.0,0.0,0.0,181
1427,0.0,0.0,0.0,0.0,1
25431,6.0,29.0,31.0,48.0,96
10882,4.0,22.0,21.0,15.0,134
1885,1.0,1.0,1.0,0.0,19
21394,0.0,0.0,0.0,0.0,4
5057,0.0,0.0,0.0,0.0,6
623,0.0,0.0,0.0,0.0,1
5332,0.0,0.0,0.0,0.0,1
23985,0.0,0.0,0.0,0.0,1
12858,3.0,9.0,9.0,2.0,35
23155,0.0,0.0,0.0,0.0,3
19305,1.0,1.0,0.0,20.0,9
16168,4.0,12.0,12.0,4.0,67
23679,0.0,0.0,0.0,0.0,2
6979,1.0,2.0,2.0,0.0,6
3078,1.0,2.0,2.0,0.0,10
1470,1.0,2.0,3.0,1.0,10
18710,0.0,0.0,0.0,0.0,3
12601,1.0,8.0,9.0,11.0,76
19644,0.0,0.0,0.0,0.0,14
26052,1.0,2.0,2.0,0.0,29
3436,0.0,0.0,0.0,0.0,1
16057,0.0,0.0,0.0,0.0,8
402,0.0,0.0,0.0,0.0,2
14737,0.0,0.0,0.0,0.0,1
11480,0.0,0.0,0.0,0.0,2
4851,0.0,0.0,0.0,0.0,1
20523,0.0,0.0,0.0,0.0,1
11203,4.0,28.0,27.0,41.0,123
4925,0.0,0.0,0.0,0.0,3
22664,2.0,8.0,8.0,2.0,70
10753,1.0,2.0,1.0,3.0,10
21922,0.0,0.0,0.0,0.0,1
16234,1.0,2.0,1.0,1.0,28
5244,1.0,2.0,2.0,0.0,16
25574,0.0,0.0,0.0,0.0,1
385,2.0,7.0,3.0,21.0,31
17695,0.0,0.0,0.0,0.0,1
26666,1.0,2.0,2.0,0.0,15
1683,1.0,3.0,3.0,6.0,13
3148,2.0,13.0,13.0,15.0,40
9026,1.0,2.0,2.0,0.0,8
9508,1.0,2.0,2.0,0.0,25
5723,0.0,0.0,0.0,0.0,1
2528,3.0,18.0,18.0,11.0,101
1583,1.0,4.0,3.0,10.0,20
2447,1.0,1.0,1.0,0.0,24
15583,0.0,0.0,0.0,0.0,1
4794,2.0,12.0,12.0,0.0,44
9629,2.0,7.0,7.0,32.0,43
23085,1.0,2.0,2.0,0.0,11
23161,1.0,1.0,0.0,6.0,5
24599,1.0,2.0,2.0,0.0,19
2210,4.0,36.0,36.0,16.0,224
15739,6.0,50.0,49.0,38.0,253
2879,1.0,9.0,9.0,2.0,34
14588,0.0,0.0,0.0,0.0,3
25945,0.0,0.0,0.0,0.0,1
10426,1.0,2.0,2.0,0.0,20
5643,0.0,0.0,0.0,0.0,1
7184,5.0,17.0,17.0,22.0,250
10008,0.0,0.0,0.0,0.0,1
6541,0.0,0.0,0.0,0.0,6
1004,0.0,0.0,0.0,0.0,10
8482,0.0,0.0,0.0,0.0,1
23689,1.0,2.0,2.0,0.0,16
5730,1.0,2.0,2.0,2.0,10
8850,0.0,0.0,0.0,0.0,9
23380,0.0,0.0,0.0,0.0,2
17941,1.0,2.0,2.0,0.0,19
21468,2.0,9.0,9.0,23.0,60
12882,4.0,28.0,27.0,71.0,224
26236,2.0,18.0,18.0,7.0,60
18318,0.0,0.0,0.0,0.0,1
11275,1.0,2.0,2.0,0.0,8
1456,1.0,2.0,2.0,2.0,11
4576,0.0,0.0,0.0,0.0,1
10343,1.0,2.0,2.0,0.0,21
16943,1.0,2.0,3.0,0.0,28
10930,0.0,0.0,0.0,0.0,2
3105,1.0,2.0,2.0,1.0,9
17714,0.0,0.0,0.0,0.0,6
3337,0.0,0.0,0.0,0.0,8
23652,0.0,0.0,0.0,0.0,1
14700,0.0,0.0,0.0,0.0,1
4796,0.0,0.0,0.0,0.0,10
16737,1.0,9.0,9.0,16.0,44
9169,2.0,8.0,9.0,9.0,52
4582,0.0,0.0,0.0,0.0,1
20078,0.0,0.0,0.0,0.0,3
7116,2.0,10.0,2.0,8.0,23
13338,0.0,0.0,0.0,0.0,113
12894,1.0,3.0,3.0,0.0,15
5286,1.0,2.0,2.0,1.0,56
14023,0.0,0.0,0.0,0.0,1
26734,3.0,18.0,17.0,10.0,96
13816,1.0,2.0,2.0,0.0,21
6633,1.0,3.0,2.0,2.0,14
9158,1.0,2.0,2.0,0.0,8
22479,0.0,0.0,0.0,0.0,3
9364,0.0,0.0,0.0,0.0,1
25939,2.0,18.0,18.0,36.0,98
2627,0.0,0.0,0.0,0.0,2
18748,0.0,0.0,0.0,0.0,3
24797,1.0,4.0,4.0,0.0,18
24506,0.0,0.0,0.0,0.0,16
22337,6.0,30.0,29.0,73.1299999999992,142
23565,1.0,2.0,2.0,0.0,10
25753,0.0,0.0,0.0,0.0,2
11580,1.0,2.0,2.0,1.0,14
3886,0.0,0.0,0.0,0.0,1
18767,0.0,0.0,0.0,0.0,3
9929,3.0,50.0,49.0,73.1299999999992,190
16597,0.0,0.0,0.0,0.0,4
23338,0.0,0.0,0.0,0.0,16
12166,4.0,29.0,29.0,22.0,187
4774,5.0,50.0,49.0,46.0,253
23909,1.0,2.0,1.0,1.0,3
19577,0.0,0.0,0.0,0.0,3
24013,0.0,0.0,0.0,0.0,1
3645,0.0,0.0,0.0,0.0,1
7153,1.0,2.0,2.0,0.0,4
17174,1.0,4.0,4.0,10.0,23
20457,0.0,0.0,0.0,0.0,2
10688,1.0,2.0,2.0,0.0,6
6803,2.0,9.0,8.0,38.0,198
8853,4.0,24.0,24.0,6.0,121
21728,0.0,0.0,0.0,0.0,2
13328,1.0,1.0,1.0,0.0,8
7926,0.0,0.0,0.0,0.0,11
1380,0.0,0.0,0.0,0.0,13
21779,2.0,18.0,18.0,6.0,65
23225,0.0,0.0,0.0,0.0,1
17329,0.0,0.0,0.0,0.0,4
8394,3.0,6.0,6.0,31.0,189
13853,1.0,2.0,2.0,0.0,8
10425,0.0,0.0,0.0,0.0,1
19432,0.0,0.0,0.0,0.0,1
5027,0.0,0.0,0.0,0.0,12
24827,0.0,0.0,0.0,0.0,1
7055,1.0,15.0,15.0,10.0,180
2511,1.0,9.0,9.0,3.0,24
8059,2.0,2.0,2.0,0.0,12
14390,4.0,7.0,7.0,14.0,60
16912,3.0,17.0,22.0,22.0,144
20003,0.0,0.0,0.0,0.0,1
11279,1.0,1.0,1.0,0.0,18
13466,1.0,2.0,2.0,0.0,17
15365,1.0,2.0,2.0,0.0,11
21244,0.0,0.0,0.0,0.0,1
9624,1.0,2.0,2.0,0.0,27
12895,1.0,2.0,1.0,2.0,5
23320,3.0,10.0,9.0,6.0,51
22196,0.0,0.0,0.0,0.0,1
22814,0.0,0.0,0.0,0.0,1
3777,1.0,9.0,9.0,6.0,71
8785,1.0,2.0,2.0,0.0,21
9900,0.0,0.0,0.0,0.0,3
12349,1.0,1.0,0.0,4.0,5
8348,3.0,19.0,19.0,6.0,78
7644,0.0,0.0,0.0,0.0,20
1681,0.0,0.0,0.0,0.0,3
12243,0.0,0.0,0.0,0.0,3
2828,0.0,0.0,0.0,0.0,3
24149,1.0,9.0,9.0,4.0,33
1505,0.0,0.0,0.0,0.0,1
5776,1.0,2.0,2.0,0.0,18
22531,4.0,32.0,32.0,25.0,112
12622,0.0,0.0,0.0,0.0,18
16082,1.0,8.0,8.0,3.0,31
11770,0.0,0.0,0.0,0.0,253
676,6.0,31.0,31.0,16.0,180
14805,3.0,16.0,16.0,0.0,91
4931,0.0,0.0,0.0,0.0,8
7998,0.0,0.0,0.0,0.0,22
16133,1.0,5.0,5.0,2.0,21
5734,1.0,2.0,1.0,2.0,12
15627,1.0,2.0,2.0,0.0,10
145,2.0,12.0,13.0,14.0,193
5194,0.0,0.0,0.0,0.0,25
4620,3.0,23.0,23.0,38.0,122
3632,0.0,0.0,0.0,0.0,2
24267,0.0,0.0,0.0,0.0,6
5840,1.0,9.0,9.0,5.0,36
9828,0.0,0.0,0.0,0.0,10
3875,0.0,0.0,0.0,0.0,2
5611,0.0,0.0,0.0,0.0,5
22165,0.0,0.0,0.0,0.0,1
3293,0.0,0.0,0.0,0.0,1
23362,0.0,0.0,0.0,0.0,1
17932,0.0,0.0,0.0,0.0,3
21791,3.0,7.0,6.0,29.0,61
5726,1.0,2.0,2.0,0.0,9
21782,0.0,0.0,0.0,0.0,2
4476,3.0,11.0,10.0,49.0,85
8517,0.0,0.0,0.0,0.0,5
7624,0.0,0.0,0.0,0.0,1
16916,1.0,2.0,2.0,2.0,9
3510,1.0,9.0,9.0,4.0,48
12873,0.0,0.0,0.0,0.0,1
13447,0.0,0.0,0.0,0.0,28
2329,0.0,0.0,0.0,0.0,2
3512,3.0,18.0,17.0,39.0,104
4553,0.0,0.0,0.0,0.0,1
19390,1.0,2.0,2.0,0.0,12
564,2.0,13.0,14.0,9.0,61
14808,1.0,2.0,2.0,0.0,10
12663,0.0,0.0,0.0,0.0,1
16217,0.0,0.0,0.0,0.0,1
21150,0.0,0.0,0.0,0.0,1
7648,0.0,0.0,0.0,0.0,22
4697,0.0,0.0,0.0,0.0,1
23036,0.0,0.0,0.0,0.0,7
20626,0.0,0.0,0.0,0.0,2
14418,0.0,0.0,0.0,0.0,10
2437,0.0,0.0,0.0,0.0,1
4290,0.0,0.0,0.0,0.0,20
6055,0.0,0.0,0.0,0.0,2
23788,1.0,9.0,9.0,3.0,35
13159,0.0,0.0,0.0,0.0,1
7547,0.0,0.0,0.0,0.0,1
24142,3.0,9.0,8.0,9.0,62
3739,0.0,0.0,0.0,0.0,10
20708,0.0,0.0,0.0,0.0,1
16793,1.0,2.0,2.0,0.0,24
11884,1.0,9.0,9.0,5.0,41
9512,0.0,0.0,0.0,0.0,1
10218,0.0,0.0,0.0,0.0,7
25623,0.0,0.0,0.0,0.0,1
12762,6.0,43.0,45.0,65.0,253
18282,1.0,3.0,2.0,2.0,39
3455,1.0,1.0,1.0,0.0,4
3135,1.0,1.0,1.0,0.0,5
20891,0.0,0.0,0.0,0.0,1
12587,0.0,0.0,0.0,0.0,1
3523,0.0,0.0,0.0,0.0,2
24227,0.0,0.0,0.0,0.0,1
24719,1.0,8.0,8.0,8.0,28
6189,0.0,0.0,0.0,0.0,18
1271,0.0,0.0,0.0,0.0,1
3796,0.0,0.0,0.0,0.0,1
3481,0.0,0.0,0.0,0.0,1
25277,1.0,2.0,2.0,0.0,9
22990,1.0,7.0,7.0,3.0,63
19694,0.0,0.0,0.0,0.0,1
18173,2.0,13.0,10.0,73.1299999999992,73
19549,0.0,0.0,0.0,0.0,1
17460,1.0,2.0,2.0,5.0,13
20057,0.0,0.0,0.0,0.0,1
1880,0.0,0.0,0.0,0.0,1
23353,0.0,0.0,0.0,0.0,1
26532,6.0,50.0,49.0,73.1299999999992,253
12436,1.0,8.0,8.0,0.0,25
8358,0.0,0.0,0.0,0.0,1
15657,3.0,7.0,7.0,5.0,39
13471,0.0,0.0,0.0,0.0,2
14321,0.0,0.0,0.0,0.0,6
3700,0.0,0.0,0.0,0.0,2
12384,1.0,3.0,2.0,11.0,7
6307,0.0,0.0,0.0,0.0,2
17026,0.0,0.0,0.0,0.0,2
8346,0.0,0.0,0.0,0.0,1
2166,1.0,2.0,2.0,0.0,11
624,1.0,1.0,1.0,0.0,3
26600,1.0,2.0,2.0,3.0,22
9417,0.0,0.0,0.0,0.0,1
7423,2.0,4.0,4.0,0.0,22
10317,0.0,0.0,0.0,0.0,145
8570,1.0,2.0,2.0,1.0,12
10659,1.0,2.0,2.0,0.0,32
13814,0.0,0.0,0.0,0.0,1
5508,1.0,2.0,2.0,1.0,16
1022,0.0,0.0,0.0,0.0,2
19599,1.0,2.0,2.0,0.0,7
23958,1.0,2.0,2.0,0.0,18
5225,0.0,0.0,0.0,0.0,1
6677,2.0,8.0,8.0,2.0,55
12323,0.0,0.0,0.0,0.0,1
3720,1.0,1.0,1.0,0.0,41
24313,0.0,0.0,0.0,0.0,1
14774,0.0,0.0,0.0,0.0,2
17759,0.0,0.0,0.0,0.0,1
4275,0.0,0.0,0.0,0.0,1
21738,0.0,0.0,0.0,0.0,1
2197,4.0,36.0,39.0,25.0,143
17266,0.0,0.0,0.0,0.0,4
20039,0.0,0.0,0.0,0.0,1
9265,0.0,0.0,0.0,0.0,7
11711,0.0,0.0,0.0,0.0,1
11309,0.0,0.0,0.0,0.0,4
23444,0.0,0.0,0.0,0.0,1
6041,1.0,7.0,7.0,0.0,23
19238,1.0,2.0,2.0,0.0,10
4268,0.0,0.0,0.0,0.0,1
22016,2.0,28.0,28.0,14.0,84
24038,0.0,0.0,0.0,0.0,4
16904,2.0,6.0,6.0,7.0,29
2238,0.0,0.0,0.0,0.0,1
16791,1.0,8.0,8.0,4.0,48
12868,0.0,0.0,0.0,0.0,4
10755,1.0,1.0,1.0,0.0,5
7721,2.0,8.0,8.0,11.0,60
24250,0.0,0.0,0.0,0.0,2
2067,0.0,0.0,0.0,0.0,5
4906,1.0,3.0,2.0,4.0,29
25378,0.0,0.0,0.0,0.0,5
21794,0.0,0.0,0.0,0.0,8
1319,0.0,0.0,0.0,0.0,1
773,1.0,2.0,2.0,0.0,11
2650,6.0,31.0,31.0,13.0,150
14092,1.0,9.0,9.0,4.0,35
437,3.0,24.0,23.0,10.0,122
19253,1.0,2.0,2.0,0.0,16
26360,1.0,1.0,1.0,0.0,11
11672,1.0,1.0,1.0,0.0,31
20901,1.0,1.0,0.0,2.0,9
21725,1.0,5.0,5.0,0.0,20
